,0
302,"

생석회
도금기술 용어사전

산화칼슘(CaO)의 관용명. 공업적으로는 석회석을 열분해(1000~1200℃)하여 만든다. 백색 무정형 고체이며, 비중은 소성(燒成)온도의 고저로 2.3~3.4까지이다. 생석회의 CaO %는 화학용으로 80~90% 이상, 토건용으로 60~70% 이상, 농업용은 60% 이하이다. 용도는 석탄비료, 수분보집제, 혼합시멘트, 카바이드, 소독용 등이다.
외국어 표기 Quick Lime, Burnt Lime(영어), 生石灰(한자)
참조어 석회(Lime), 석회석(Limestone)

"
303,고체벽과 유체간의 열전달에 관한 무차원수. 전달열과 전도열의 비.
304,"

일조
건축용어사전

태양의 움직임에 따른 일광의 방향이나 세기의 변화 등에 관한 태양 방사. 건축 환경을 좌우하는 영향이 크다. 하루 중의 햇빛이 드는 시간을 일조 시간이라 하고, 일조 시간을 가조(可照) 시간(태양이 아침에 떠서 저녁에 지기까지의 시간)으로 나눈 것을 일조율이라 한다.
외국어 표기 insolation(영어), 日照(한자)
동의어 sunshine

"
305,"

밀 시트
보일러용어사전

재료 메이커가 발행하는 금속 재료의 시험 성적 증명서. 예를 들면, 강재의 경우 그 화학 성분, 열처리, 규격, 종류, 기호, 제조 방법, 기계적 성질 시험 등을 상세하게 표시한 것이다.계의 밀봉재로서는 일반적으로 개스킷과 패킹이 사용된다.
외국어 표기 mil sheet(영어)

"
306,"

포화
교육학용어사전

어떤 행동을 더 이상 하고자 하는 동기가 없어진 상태.보통 음식이나 물을 계속 섭취했을 때, 혹은 동일하거나 유사한 일을 계속 반복했을 때 나타난다. 심적 피로와 다른 점은 심적 피로는 일을 계속하고 싶어도 감당할 수가 없어서 계속하지 못하는 경우를 뜻하는 데 비해서 포화는 계속하고자 하는 의식이 없어진 그 자체를 의미한다.
외국어 표기 飽和(한자), satiation(영어)

"
307,"안전성을 갖게 한 유리. 합 유리와 강화 유리가 있다. 전자는 합성 수지막 등을 사이에 끼운 것, 후자는 가열 급랭하여 강화 처리한 것. 망 유리도 일종의 안전 유리라 할 수 있다."
308,"

전공기 방식
공조냉동건축설비 용어사전

공기 조화방식의 하나로, 중앙의 공기 조화로 만들어진 조화공기를 필요로 하는 곳에 송기하여 공기 조화를 하는 것이다. 덕트를 통해 공기만을 사용하는 단일덕트 방식, 멀티존 유닛 방식, 이중덕트 방식 등이 속한다.
외국어 표기 all air system(영어)

"
309,"

클린 룸
환경공학용어사전

공중의 미립자, 공기의 온ㆍ습도, 실내 압력 등이 일정하게 유지되도록 제어된 방이다. 공업용과 의료용(바이오클린룸)으로 나누어지는데, 공업용은 주로 전자ㆍ정밀 기기의 제조에 이용되고, 의료용은 제어 조건 외에 생물 미립자의 제어가 규제되어 수술실 등에 사용된다. 미립자의 제거에는 일반적으로 고성능 필터가 사용되고 있다.
외국어 표기 clean room(영어)

"
310,"주택지와 동의어이지만① 상업적, 공업적 지역에서 사람이 살고 있는 경우,② 물적인 주거뿐만 아니라 거주자와의 관련을 말하는 경우,③ 세틀먼트(settlement)나 해비탯(habitat)을 번역하는 경우 등에 ""주택지""의 표현으로는 부족한 경우에 사용된다."
311,세 줄의 전선을 사용하여 단상의 전기를 2조 송전하는 방식. 세 줄의 전선 중 한 줄은 중성선이라 하여 공동 사용되고 있다. 단상 2선식에 비해 경제적으로 유리하다.
312,"냉장고(실) 내에 저장하는 식품, 약품 등의 품질, 형상을 유지하기 위하여 필요한 온도. 10℃ 이하로 보존하지만 냉동 식품은 -15℃ 이하로 보존한다."
313,"

바이트
매일경제

8비트(bit)로 구성되는 정보 단위. 2의 8승으로 256종류의 정보를 나타낼 수 있으며 영자는 1바이트로 1자를, 숫자는 1바이트로 2자를 표현할 수 있다. 기억 장치를 바이트 단위로 구분해서 사용하는 컴퓨터를 바이트 머신이라고 한다. 이에 대해 32비트나 64비트 등 단어 단위의 컴퓨터를 워드머신이라고 한다.
참조어 비트

"
314,"유체의 유통과 차단을 하기 위한 밸브. 그림과 같은 구조를 하고 있으며, 플러그의 구멍이 흐름의 방향을 향할 때 흐름이 생기고, 이것과 직각을 향하는 경우에 멈춘다. 분수전(分水栓), 지수전(止水栓) 등에 사용되며, 수량 조절을 요하는 장소에는 보통 사용되지 않는다."
315,"

고분자
과학용어사전

분자량이 큰 화합물. 고분자는 저분자와 크게 다른 성질(점성률 등의 물리적 성질과 고분자 효과라 불리는 화학적 성질 등)을 가지고 있다. 또한 다당류, 단백질, 핵산, 천연 고무 등의 천연 고분자와 중합 반응에 의해 얻어진 폴리에틸렌이나 폴리에스테르 등과 같은 합성 고분자가 있다. 더욱이 최근에는 탄소를 포함하지 않은 무기 고분자 연구도 진행되고 있다.
외국어 표기 高分子(한자)

"
316,"

결정화 유리
전자용어사전

보통, 유리는 무정형 물질이지만, 특수한 열처리를 함으로써 조성 분자의 배열을 다결정(미세한 결정의 집합)화한 것을 말한다. 단단함이나 내열 충격성 등에서 자기와 비슷한 성질을 가지며, 고주파 절연 부품 등에 사용한다.
외국어 표기 crystal glass(영어), 結晶化-(한자)
참조어 파이로세람(pyroceram)

"
317,"

버터플라이 밸브
공조냉동건축설비 용어사전

원판 중심선을 축으로 원판이 회전함에 따라 개폐가 이루어지는 밸브이다. 개폐 작용이 간단하게 이루어지므로 작동이 빠르고, 저압뿐만 아니라 고압의 물이나 증기·공기·가스용에도 널리 이용된다.
외국어 표기 butterfly valve(영어)
동의어 나비형 밸브

"
318,"

표준화
도해 기계용어사전

표준이나 기준(규격) 등을 만들어 사용함으로써 합리적인 활동을 조직적으로 행하는 것.
			표준화의 대상이 되는 것은 품질ㆍ형상ㆍ치수ㆍ성분ㆍ시험 방법 등으로 이들에 일정한 표준을 정하여 호환성(互換性)을 높이도록 한다.
			[예] 한국 공업 규격(KS) 등
		
외국어 표기 standardization(영어), 標準化(한자), 標準化(일본어)

"
319,미장 마감의 바름벽 구석을 보호하기 위한 막대 모양의 철물을 말한다.
320,"

도장
인테리어 용어사전

물체의 표면에 도장재료를 칠하여 피막을 형성시키는 것을 말한다. 도장은 물체의 충해, 부식, 마멸을 방지하고 내구성을 높이며 색채나 광택효과에 의해 물체의 표면을 아름답게 하는데 목적이 있다. 전기의 절연과 방열, 살균, 방음, 빛의 반사, 방화(防火)등의 목적도 있다.
외국어 표기 coating(영어), 塗裝(한자)

"
321,"

강성
기계공학용어사전

물체에 압력이 가해져도 모양이나 부피가 변하지 않는 물체의 단단한 성질을 가리킨다. 하중(荷重)에 대한 변형 저항을 말하며, 가로 탄성 계수(橫彈性係數)와 세로 탄성 계수(縱彈性係數)로 평가하나 인장 강도(引張强度)와는 무관하다.
외국어 표기 rigidity(영어), 剛性(한자)
동의어 stiffness
참조어 강성 계수(stiffness coefficient, 剛性係數), 비틀림 강도, 굽힘 강도

"
322,유체가 관이나 덕트 내를 흐를 때 점성 때문에 접촉 벽면과의 외부 마찰이나 유체 자신의 분자간에 생기는 내부 마찰에 의한 에너지 손실.
323,"

실화
보일러용어사전

연소하고 있는 버너에 화염 안정 한계 이상의 외란(外亂)이 가해져, 정상적인 연소 조작을 하고 있음에도 불구하고 연소가 중단되어 버리는 현상. 만약 실화한 경우에 그대로 연소 조작을 계속하면 가스 폭발 사고를 초래하기 때문에 실화한 경우는 즉시 연료 차단 밸브를 닫아 연료의 공급을 정지, 즉 연소 정지의 조작을 해야만 한다.
외국어 표기 flame failure(영어), 失火(한자)
동의어 멸화(滅火)

"
324,하나 또는 둘 이상의 지점(支點)으로 지지된 보 중 힘의 평형 조건만으로 반력이나 응력이 구해지는 것.
325,"트랩의 봉수(封水)가 터지는 것을 방지하고, 배수관 내와 외기를 연결시켜 통기를 좋게 하기 위한 관을 말한다."
326,"주체 구조를 돌, 벽돌, 콘크리트 블록 등의 작은 단체(單體)의 재료로 겹쳐 쌓은 것."
327,"한 끝이 고정 지지되고, 다른 끝이 자유로운 보."
328,"

열교
건축용어사전

구조체의 일부에 극단적으로 열전도율이 큰 것이 있으면 그 부분은 다른 부분보다도 열을 전하기 쉽게 되는 열적 단락부를 구성한다. 이 부분을 열교 혹은 냉교라 하며, 하기 냉방시에 실내측에서 다른 부분보다도 온도가 높아지는 경우를 열교라 한다.
외국어 표기 heat [thermal] bridge(영어), 熱橋(한자)

"
329,"

포기
광물자원용어사전

① 공기와 액체를 접촉시켜 액체에 산소를 공급하는 것.② 액체를 공기 중에 뿌리거나 공기방울을 액체에 불어넣거나 혹은 액체를 휘저음으로써 공기와 액체가 접촉하게 하여 공기의 성분이 액체 속으로 용해하게 하는 것. 수중에 산소를 공급하거나 수중에 용해되어 있는 가스를 제거하기 위하여 많이 이용된다.[참조] 에어레이션(曝氣/aeration).
외국어 표기 aeration(영어), 曝氣(한자)
참조어 에어레이션

"
330,"

지브
산업안전대사전

원래 범선(帆船)의 선수에 펴는 3각형의 돛을 말하는 것이지만, 크레인에서는 물건을 매달기 위한 암(arm)을 말한다. 이 암은 같은 중량의 것을 매달아도 그것이 수평을 이루는 각도의 대소에 의해서 지브에 걸리는 응력은 현저하게 다르다. 즉 지브가 수평에 가까울수록 큰 응력이 생기게 된다.
외국어 표기 jib(영어)

"
331,"

시뮬레이션
IT용어사전

어떠한 현상이나 사건을 컴퓨터로 모형화하여 가상으로 수행시켜 봄으로써 실제 상황에서의 결과를 예측하는 것. 비용과 시간을 절감시켜 주며 실제 상황에서는 할 수 없는 가상적인 시험도 할 수 있다.예를 들어, 자동차 엔진의 동작을 모의실험함으로써 최적의 설계를 하는 데 도움을 줄 수 있다.
외국어 표기 simulation(영어)
동의어 컴퓨터 모의실험(computer simulation, -模擬實驗)

"
332,"탄성률의 일종. 횡탄성 계수, 횡탄성률, 강성률이라고도 한다. 전단 응력도 τ와 전단 왜도(剪斷歪度) γ사이의 비례 상수이다.τ/γ=G기호 G, 단위 dg/㎠."
333,"화재 발생에 의한 연기를 감지하여 화재의 발생 이전에 보다 빨리 사고를 발견하는 화재 감지기의 일종. 이온식과 광식(光式)이 있으며, 이온식은 연소 생성 입자를 이온 전류의 변화로 포착하는 것, 광식은 연기에 의해 광속의 변화로 감지하는 것이다."
334,"

플라이 애시
보일러용어사전

석탄이나 중유 등을 연소했을 때에 생성되는 미세한 입자의 재를 말한다. 플라이 애시는 연도가스 속에 부유하며, 대부분은 굴뚝으로부터 대기 속으로 배출된다. 플라이 애시는 신더(cinder, 거친 입자의 재) 등과 함께 대기 오염 공해의 원인 물질 중의 하나이기 때문에 집진기등으로 포집하여 대기속으로 배출되지 않도록 해야 한다.
외국어 표기 fly ash(영어)
동의어 비산재
참조어 재처리 장치

"
335,"

옥외 소화전
공조냉동건축설비 용어사전

공장이나 학교·주택가 등의 건물 바깥의 중요한 곳에 설치하는 것이며 지상식과 지하식, 단구식과 쌍구식, 부동식과 보통식이 있으며 소화전에서 5m 이내에 소화전 상자를 설치하고 호스와 노즐을 장치한다. 소화전 하나의 유효한 면적 범위는 반경 40m 이내이다.
외국어 표기 outdoor fire hydrant(영어)

"
336,"일제 살수 방식인 개방형 스프링클러, 물 분무 소화, 거품 소화 등 각 설비의 배관 도중에 설치하는 밸브. 보통은 닫힌 상태에 있고, 화재 감지기 등의 작동 또는 수동 시동 장치에 의해 개방한다."
337,탄성 범위 내의 수직 응력도 σ와 세로 변형도 ε과의 비. 영 계수라고도 하며 E로 나타낸다.
338,"

3상 변압기
전자용어사전

3개의 다리를 가진 한 철심의가 다리에 각 상의 권선을 감은 변압기로, 철심의 형상에 따라 외철형과 내철형이 있다. 단상 변압기를 3대 사용하는 3상 결선 방식에 비해 철심 무게가 경감되어서 효율도 좋고, 바닥 면적이 작으며 가격도 싸다. 그러나 1대로서의 무게가 크고, 고장이 발생하면 전체를 교환할 필요가 있다. 대전력용 변압기로서 널리 쓰인다.
외국어 표기 three-phase transformer(영어), 三相變壓器(한자)

"
